Input_Set,Lookback,Horizon,MAE,RMSE,MAPE,sMAPE,NRMSE,Directional_Accuracy,AUHE,Train_Time_sec,Inference_Time_sec,Num_Parameters,Model_Size_MB,FLOPs
w/o_Copper_Nickel_Tin,63,10,59.50152587890625,79.16838265684098,2.407309040427208,2.426650747656822,0.06869273816685868,0.48553197803828463,21.74775837920606,106.2235848903656,0.0003203213745479414,6106,0.02329254150390625,16800.0
w/o_Copper_Nickel_Zinc,63,10,58.1213264465332,77.0585651367679,2.3855194449424744,2.3809587582945824,0.06686209391099507,0.4836029084433892,21.548746386542916,101.69655799865723,0.00033880447421654044,6106,0.02329254150390625,16800.0
w/o_Lead_Tin,63,10,61.73402786254883,81.88669405991733,2.5038348510861397,2.5188613682985306,0.0710513630037452,0.4782608695652174,22.577928053215146,74.53269624710083,0.0003437543127586297,6106,0.02329254150390625,22560.0
w/o_Lead_Zinc,63,10,56.482032775878906,75.52138756980536,2.32378039509058,2.3156175389885902,0.06552831687017009,0.4723252708116931,20.927157066762447,106.81795620918274,0.00033434137746205314,6106,0.02329254150390625,22560.0
w/o_Tin_Zinc,63,10,60.36164855957031,79.75703461333364,2.4488093331456184,2.4622438475489616,0.06920350047874858,0.48197061878617004,22.122006490826607,106.77761626243591,0.0003357092775293911,6106,0.02329254150390625,22560.0
w/o_Lead_Nickel,63,10,56.9227180480957,76.49497979340703,2.3134810850024223,2.3251039907336235,0.06637308447583373,0.47262205074936936,20.88786205276847,117.18449449539185,0.00033330422126928494,6106,0.02329254150390625,22560.0
w/o_Nickel_Tin,63,10,57.436668395996094,76.69705332202307,2.3639723658561707,2.3554516956210136,0.06654841822295277,0.4893901172280754,21.338102221488953,86.27305746078491,0.0003239673393770212,6106,0.02329254150390625,22560.0
w/o_Nickel_Zinc,63,10,58.93655014038086,77.83961625917101,2.420543134212494,2.4151355028152466,0.06753979598105336,0.48479002819409406,21.85758287087083,83.70378494262695,0.00032674912529104895,6106,0.02329254150390625,22560.0
w/o_Copper_Lead,63,10,58.83427429199219,77.91024232650672,2.406402863562107,2.4071604013442993,0.06760107607231218,0.4724736607805312,21.646052971482277,101.6588203907013,0.0003243012668824691,6106,0.02329254150390625,22560.0
w/o_Copper_Tin,63,10,75.63629150390625,96.80736550296676,3.0092215165495872,3.059844486415386,0.08399771402818255,0.47306722065588364,27.134210895746946,74.71197748184204,0.0003249701831036576,6106,0.02329254150390625,22560.0
w/o_Copper_Zinc,63,10,61.77305221557617,81.47908509914522,2.487778104841709,2.512492425739765,0.07069769009075035,0.4733640005935599,22.45476497337222,159.23039507865906,0.000815164441524698,6106,0.02329254150390625,22560.0
w/o_Copper_Nickel,63,10,61.96296310424805,82.28899685806269,2.5053011253476143,2.527756057679653,0.07140042849062833,0.47291883068704554,22.61504284106195,88.21242046356201,0.0003249093403802074,6106,0.02329254150390625,22560.0
w/o_Lead,63,10,58.14542770385742,78.38303948499478,2.376212738454342,2.3802800104022026,0.06801131573261247,0.48835138744620865,21.455738879740238,85.01150393486023,0.0003270059381818913,6106,0.02329254150390625,28512.0
w/o_Tin,63,10,59.375213623046875,78.93780619002374,2.403496950864792,2.4197425693273544,0.0684926726037147,0.47277044071820745,21.705881925299764,123.64749836921692,0.0003239011906021073,6106,0.02329254150390625,28512.0
w/o_Zinc,63,10,60.84526062011719,80.79274881893022,2.4595120921730995,2.477245405316353,0.07010216702608116,0.47291883068704554,22.18988253735006,102.66833877563477,0.0003262132140932168,6106,0.02329254150390625,28512.0
w/o_Nickel,63,10,56.90317916870117,76.45255818050663,2.322147786617279,2.328008972108364,0.06633627802586085,0.4827125686303606,20.9662692155689,101.44887924194336,0.0003209761412985601,6106,0.02329254150390625,28512.0
w/o_Copper,63,10,63.62486267089844,83.94322683832955,2.5664979591965675,2.588293142616749,0.0728357741217292,0.4733640005935599,23.136894218623638,80.18291139602661,0.00032592350368329965,6106,0.02329254150390625,28512.0
FULL,63,10,59.49894332885742,80.16628226692316,2.440246380865574,2.4377400055527687,0.06955859666274058,0.4850868081317703,22.03479241579771,73.15780282020569,0.000326681561569078,6106,0.02329254150390625,34656.0
w/o_Copper_Lead_Nickel_Tin_Zinc,63,22,91.04299926757812,117.16455191977862,3.662152588367462,3.70221808552742,0.1016612154284164,0.48274231678486995,76.92702896893024,66.22596192359924,0.00031711052643774523,6310,0.02407073974609375,6048.0
w/o_Lead_Nickel_Tin_Zinc,63,22,84.30931854248047,110.31215474450221,3.439713642001152,3.443877398967743,0.09571553724706812,0.4909827760891591,72.2843955270946,49.49524140357971,0.00031942633959017747,6310,0.02407073974609375,11424.0
w/o_Copper_Lead_Tin_Zinc,63,22,114.3917465209961,141.99927789209,4.516854509711266,4.6375565230846405,0.12320978988018565,0.48557919621749407,95.0026542879641,79.08207440376282,0.00032444411188496875,6310,0.02407073974609375,11424.0
w/o_Copper_Lead_Nickel_Tin,63,22,79.96472930908203,105.2189031406667,3.270268440246582,3.2743271440267563,0.09129622784198746,0.4824721377912867,68.62185886129737,80.37809538841248,0.00032295550138068235,6310,0.02407073974609375,11424.0
w/o_Copper_Lead_Nickel_Zinc,63,22,83.0470199584961,109.7048463847997,3.352074697613716,3.386787697672844,0.09518858936500128,0.4745018574805809,70.51712488755584,74.40183591842651,0.00031989750855036336,6310,0.02407073974609375,11424.0
w/o_Copper_Nickel_Tin_Zinc,63,22,86.77102661132812,112.5653282543075,3.5068057477474213,3.5372592508792877,0.0976705687682178,0.48969942586963866,73.75536691397429,55.70762848854065,0.0003196729062039289,6310,0.02407073974609375,11424.0
w/o_Lead_Tin_Zinc,63,22,89.87042236328125,117.05718587777942,3.5998161882162094,3.66072840988636,0.10156805406682137,0.4815940560621412,75.72817038744688,74.8519697189331,0.00032621329819111026,6310,0.02407073974609375,16992.0
w/o_Lead_Nickel_Tin,63,22,76.94157409667969,102.38555443915172,3.1653016805648804,3.1560536473989487,0.08883778867907734,0.4791624451198919,66.40122039243579,95.88785219192505,0.00032487418640952937,6310,0.02407073974609375,16992.0
w/o_Lead_Nickel_Zinc,63,22,92.76950073242188,119.95534243912398,3.707296773791313,3.7789642810821533,0.10408272898378178,0.47436676798378924,77.99196541309357,74.75661087036133,0.0003210304396290659,6310,0.02407073974609375,16992.0
w/o_Nickel_Tin_Zinc,63,22,96.46094512939453,123.9954439372169,3.8409147411584854,3.930194675922394,0.10758823882990433,0.4757852077001013,80.83737846463919,91.38109016418457,0.0003199889082433919,6310,0.02407073974609375,16992.0
w/o_Copper_Lead_Tin,63,22,96.07329559326172,121.82498172326972,3.863845020532608,3.9154231548309326,0.10570497326633668,0.48078351908139144,81.30364790558815,72.33869981765747,0.00032450008534038935,6310,0.02407073974609375,16992.0
w/o_Copper_Lead_Zinc,63,22,79.52789306640625,105.78346101825181,3.248358890414238,3.257060796022415,0.09178608461988198,0.4776089159067882,68.21626117452979,90.96839594841003,0.0003201603712334144,6310,0.02407073974609375,16992.0
w/o_Copper_Tin_Zinc,63,22,121.2366943359375,151.9032831174988,4.761442169547081,4.916780814528465,0.1318032883253117,0.48321513002364064,100.16698576509953,83.73649501800537,0.0003256046754290055,6310,0.02407073974609375,16992.0
w/o_Copper_Lead_Nickel,63,22,92.26853942871094,119.88250269795422,3.6846328526735306,3.756619617342949,0.10401952251177798,0.47801418439716314,77.4992099031806,62.08730721473694,0.0003276576258983867,6310,0.02407073974609375,16992.0
w/o_Copper_Nickel_Tin,63,22,98.07683563232422,126.33663101388093,3.9148490875959396,4.0061794221401215,0.10961963711488264,0.48125633232016213,82.34638953581452,62.72265696525574,0.00034107956454091406,6310,0.02407073974609375,16992.0
w/o_Copper_Nickel_Zinc,63,22,92.14498901367188,119.62902455351293,3.687262162566185,3.7555765360593796,0.10379959073345979,0.48382303275920296,77.60169683024287,106.34902882575989,0.00033466847832100177,6310,0.02407073974609375,16992.0
w/o_Lead_Tin,63,22,79.6715316772461,104.64011054263561,3.2525353133678436,3.2608438283205032,0.09079402501567577,0.4840256670043904,68.456538207829,112.60205221176147,0.00032724597301738226,6310,0.02407073974609375,22752.0
w/o_Lead_Zinc,63,22,77.72725677490234,103.78131586869334,3.19320410490036,3.18654328584671,0.09004886652021753,0.4851063829787234,67.06684632226825,83.10467505455017,0.0014169988447985712,6310,0.02407073974609375,22752.0
w/o_Tin_Zinc,63,22,86.16807556152344,113.26385211228029,3.4807711839675903,3.514309972524643,0.09827666375745654,0.4867274569402229,73.15275333821774,82.5455551147461,0.00033435779021717996,6310,0.02407073974609375,22752.0
w/o_Lead_Nickel,63,22,80.58394622802734,107.05708173680058,3.247774764895439,3.2870080322027206,0.09289117842072254,0.47443431273218506,68.34597350098193,111.3355987071991,0.00044500668371237406,6310,0.02407073974609375,22752.0
w/o_Nickel_Tin,63,22,82.99697875976562,109.80493179668662,3.3546876162290573,3.3871639519929886,0.09527542875542291,0.4811212428233705,70.46945579349995,68.53893160820007,0.0003321401077429217,6310,0.02407073974609375,22752.0
w/o_Nickel_Zinc,63,22,79.4753646850586,105.63485993180707,3.262440860271454,3.25646810233593,0.09165714288740502,0.4880108071597433,68.48459914326668,68.40718388557434,0.00033388803830649845,6310,0.02407073974609375,22752.0
w/o_Copper_Lead,63,22,101.3697280883789,128.77875892397782,4.024235904216766,4.119064286351204,0.11173862283503923,0.475177304964539,84.63174877688289,108.89777684211731,0.0003278850623438298,6310,0.02407073974609375,22752.0
w/o_Copper_Tin,63,22,132.84852600097656,163.20489542481562,5.232689529657364,5.3940098732709885,0.14160945337920272,0.4767983789260385,110.03826931118965,65.43276977539062,0.0003282743966951413,6310,0.02407073974609375,22752.0
w/o_Copper_Zinc,63,22,87.29911804199219,113.92797289433574,3.502489998936653,3.5514000803232193,0.0988529031550806,0.48578183046268153,73.63385790959,60.78209924697876,0.0003218980281880848,6310,0.02407073974609375,22752.0
w/o_Copper_Nickel,63,22,83.20326232910156,110.52815322916601,3.3650506287813187,3.396977484226227,0.09590295224800019,0.4811212428233705,70.75085882097483,56.4429292678833,0.0003332865007919153,6310,0.02407073974609375,22752.0
w/o_Lead,63,22,80.51851654052734,106.56332477686684,3.2720770686864853,3.291584923863411,0.0924627539909842,0.4803782505910166,68.74203570187092,63.83984398841858,0.0003324146610843834,6310,0.02407073974609375,28704.0
w/o_Tin,63,22,87.0848617553711,111.58473605432107,3.5774581134319305,3.57268825173378,0.09681973074625466,0.4789598108747045,75.05763415247202,70.06052207946777,0.00032340683164780774,6310,0.02407073974609375,28704.0
w/o_Zinc,63,22,87.70034790039062,113.90258481757559,3.5096805542707443,3.566557541489601,0.09883087886388278,0.4813238770685579,73.87458737939596,73.72101736068726,0.00033417073968260993,6310,0.02407073974609375,28704.0
w/o_Nickel,63,22,76.22534942626953,102.15324349353769,3.104906529188156,3.1195437535643578,0.08863622040655497,0.4790949003714961,65.31536281108856,111.75682926177979,0.000333952868321321,6310,0.02407073974609375,28704.0
w/o_Copper,63,22,84.1637954711914,109.87349348369925,3.395644947886467,3.4357499331235886,0.09533492148310391,0.47443431273218506,71.47198859602213,98.51157331466675,0.00033563136345918606,6310,0.02407073974609375,28704.0
FULL,63,22,88.79389953613281,115.29537474460977,3.5613324493169785,3.618345782160759,0.10003936833776768,0.47443431273218506,74.91902522742748,79.06328892707825,0.00033633528280045623,6310,0.02407073974609375,34848.0
w/o_Copper_Lead_Nickel_Tin_Zinc,63,63,135.2296600341797,177.60534395992988,5.373179540038109,5.548343062400818,0.15410442228172438,0.4889100428367444,333.3808083087206,69.3680853843689,0.0003285282912819103,7007,0.026729583740234375,6704.0
w/o_Lead_Nickel_Tin_Zinc,63,63,142.2855224609375,191.38659337842867,5.619138106703758,5.854663625359535,0.1660621229324836,0.4855544978581628,348.50209010764956,63.488038539886475,0.00033498275047656837,7007,0.026729583740234375,12080.0
w/o_Copper_Lead_Tin_Zinc,63,63,175.70553588867188,226.90251210597032,6.905850768089294,7.282133400440216,0.19687853500796487,0.4905045216563541,428.2794367522001,52.51528882980347,0.00033213352334910426,7007,0.026729583740234375,12080.0
w/o_Copper_Lead_Nickel_Tin,63,63,126.88658142089844,168.94950590894015,5.098570883274078,5.21361343562603,0.14659393376745514,0.48260352213231794,316.10632352530956,77.68839168548584,0.0003244951925892523,7007,0.026729583740234375,12080.0
w/o_Copper_Lead_Nickel_Zinc,63,63,143.20297241210938,185.20046149375545,5.696285888552666,5.899771675467491,0.1606945377109882,0.4938838648262732,353.5375195555389,53.38235092163086,0.0003187538444370344,7007,0.026729583740234375,12080.0
w/o_Copper_Nickel_Tin_Zinc,63,63,196.65126037597656,250.4991579327164,7.7410876750946045,8.224207907915115,0.2173528509905435,0.4828177058543551,480.14036547392607,61.71759295463562,0.0003269669534205675,7007,0.026729583740234375,12080.0
w/o_Lead_Tin_Zinc,63,63,169.7659912109375,219.31184097934613,6.686346232891083,7.035113871097565,0.190292272340191,0.4893146120894812,414.7180272266269,53.94233798980713,0.0003209446502411026,7007,0.026729583740234375,17648.0
w/o_Lead_Nickel_Tin,63,63,126.7748031616211,163.24733200346645,5.1245857030153275,5.199820548295975,0.1416462730689058,0.4947881960970966,317.7746230736375,43.28305768966675,0.0003209607354525862,7007,0.026729583740234375,17648.0
w/o_Lead_Nickel_Zinc,63,63,134.79962158203125,178.88315626058815,5.38438968360424,5.531680583953857,0.15521315700837163,0.48910042836744405,333.59990008175373,51.570854902267456,0.0003206032863085059,7007,0.026729583740234375,17648.0
w/o_Nickel_Tin_Zinc,63,63,149.97630310058594,198.4507574311572,5.90476468205452,6.166967004537582,0.17219154870949688,0.49276534983341264,365.6734623014927,45.51912021636963,0.00032386786934139134,7007,0.026729583740234375,17648.0
w/o_Copper_Lead_Tin,63,63,186.38998413085938,238.43595182983626,7.350179553031921,7.760843634605408,0.20688586452260693,0.48676820561637313,455.73937464505434,68.23527216911316,0.00031986372402940374,7007,0.026729583740234375,17648.0
w/o_Copper_Lead_Zinc,63,63,135.85121154785156,178.5388667857086,5.402948707342148,5.571617931127548,0.1549144157360018,0.4949071870537839,335.04180386662483,47.55240750312805,0.00031945372986114367,7007,0.026729583740234375,17648.0
w/o_Copper_Tin_Zinc,63,63,218.143310546875,273.05018998345344,8.549471199512482,9.12846326828003,0.2369199144607509,0.496834840552118,530.58299459517,47.57334780693054,0.00032485228428418846,7007,0.026729583740234375,17648.0
w/o_Copper_Lead_Nickel,63,63,127.77539825439453,169.95795665766872,5.088126286864281,5.233196541666985,0.14746894753677456,0.4913850547358401,315.44126607477665,56.14263033866882,0.0003194812534452378,7007,0.026729583740234375,17648.0
w/o_Copper_Nickel_Tin,63,63,142.58775329589844,189.31442925725446,5.6540872901678085,5.879442021250725,0.16426414109103837,0.4882436934792956,350.8028671145439,53.883596420288086,0.0003318675811859085,7007,0.026729583740234375,17648.0
w/o_Copper_Nickel_Zinc,63,63,147.93739318847656,200.70076451025292,5.855246260762215,6.117415428161621,0.1741438263667637,0.480580675868634,362.9648495465517,85.46873927116394,0.0003304906870829112,7007,0.026729583740234375,17648.0
w/o_Lead_Tin,63,63,163.343017578125,211.13338127236062,6.420067697763443,6.728290766477585,0.1831959887854188,0.4955497382198953,397.9105219244957,46.44696092605591,0.0003280439476916815,7007,0.026729583740234375,23408.0
w/o_Lead_Zinc,63,63,118.5462875366211,154.68177388391626,4.81066070497036,4.853634163737297,0.13421412403826588,0.49200380771061397,298.7007704563439,82.33896708488464,0.00033112944870338266,7007,0.026729583740234375,23408.0
w/o_Tin_Zinc,63,63,156.01071166992188,204.7869796428718,6.139485165476799,6.4216360449790955,0.177689346677569,0.49100428367444077,380.5702071636915,46.28614926338196,0.0003244873287080825,7007,0.026729583740234375,23408.0
w/o_Lead_Nickel,63,63,124.4551773071289,166.79144092436218,4.980479925870895,5.0938427448272705,0.14472142548467992,0.48512613041408853,308.78074346110225,66.60671615600586,0.0003238882439426039,7007,0.026729583740234375,23408.0
w/o_Nickel_Tin,63,63,172.2006072998047,223.75895582635346,6.80420845746994,7.172749191522598,0.1941509387498304,0.4845073774393146,421.9007563777268,66.7804069519043,0.0003319819649120142,7007,0.026729583740234375,23408.0
w/o_Nickel_Zinc,63,63,137.9918670654297,175.0417639896976,5.544539168477058,5.6595578789711,0.15188005492899256,0.4948119942884341,343.27137749642134,40.328946590423584,0.0003315247874567355,7007,0.026729583740234375,23408.0
w/o_Copper_Lead,63,63,130.9641571044922,174.0564518697885,5.235261470079422,5.37368431687355,0.15102512583039576,0.4894811994288434,324.5555428788066,59.2737979888916,0.0003316048560650095,7007,0.026729583740234375,23408.0
w/o_Copper_Tin,63,63,201.84844970703125,259.05709433443434,7.93197974562645,8.43242034316063,0.22477839339581057,0.4801047120418848,491.8958470225334,81.20726370811462,0.0003202579904353243,7007,0.026729583740234375,23408.0
w/o_Copper_Zinc,63,63,148.1995391845703,192.57831199280983,5.8584582060575485,6.098898872733116,0.16709614586157795,0.4873155640171347,363.32642370834947,70.68098735809326,0.00032284556478932164,7007,0.026729583740234375,23408.0
w/o_Copper_Nickel,63,63,126.97615814208984,167.52014221243664,5.067775025963783,5.216066911816597,0.14535370204040118,0.4806282722513089,314.59791669622064,107.1449670791626,0.0003248697992922484,7007,0.026729583740234375,23408.0
w/o_Lead,63,63,129.65866088867188,169.37136758097574,5.1988329738378525,5.314499884843826,0.14695997258846247,0.49257496430271297,322.3275882191956,47.66818642616272,0.00033837065346416147,7007,0.026729583740234375,29360.0
w/o_Tin,63,63,153.87152099609375,199.01741051350257,6.092431396245956,6.319724023342133,0.17268321933042963,0.4933127082341742,377.64202300459146,48.685996532440186,0.00032562973617256314,7007,0.026729583740234375,29360.0
w/o_Zinc,63,63,132.59286499023438,173.04792395280273,5.347508192062378,5.43564073741436,0.1501500458624253,0.49043312708234177,330.6989848613739,264.84218311309814,0.0042557119429558294,7007,0.026729583740234375,29360.0
w/o_Nickel,63,63,129.63479614257812,172.19221862863026,5.158945173025131,5.316931381821632,0.1494075617924687,0.48203236554021894,320.1940171420574,604.4138016700745,0.0003768711433239069,7007,0.026729583740234375,29360.0
w/o_Copper,63,63,139.73387145996094,183.69672909785302,5.549323931336403,5.73616661131382,0.15938978877864005,0.49386006663493576,344.01190197095275,52.640665769577026,0.00032907554592149726,7007,0.026729583740234375,29360.0
FULL,63,63,138.452392578125,183.95716425638335,5.506743863224983,5.706401541829109,0.15961576449379733,0.48391242265587814,341.5992423892021,76.90512704849243,0.0003302326088008852,7007,0.026729583740234375,35504.0
